id_client,default,default_string,balance,sex,education,marriage,age
4794,0,No Default,250000,Male,Graduate School,Single,44
4795,0,No Default,230000,Female,University,Single,25
4796,0,No Default,20000,Male,High School,Married,40
4797,0,No Default,80000,Female,University,Married,41
4798,0,No Default,310000,Female,University,Single,32
4799,0,No Default,480000,Male,Graduate School,Single,49
4800,0,No Default,20000,Female,Graduate School,Single,24
4801,0,No Default,50000,Male,High School,Married,22
4802,1,Default,190000,Male,University,Married,35
4803,0,No Default,50000,Male,University,Single,41
4804,1,Default,50000,Female,University,Single,29
4805,0,No Default,50000,Male,University,Married,38
4806,0,No Default,300000,Female,University,Married,45
4807,0,No Default,60000,Male,University,Married,33
4808,0,No Default,260000,Male,Graduate School,Single,28
4809,0,No Default,190000,Male,Graduate School,Single,27
4810,0,No Default,500000,Male,High School,Other,53
4811,0,No Default,300000,Female,Graduate School,Single,31
4812,1,Default,50000,Male,University,Single,43
4813,1,Default,50000,Female,High School,Married,27
4814,0,No Default,130000,Female,University,Married,42
4815,0,No Default,80000,Male,Graduate School,Married,38
4816,0,No Default,50000,Male,University,Other,37
4817,0,No Default,50000,Female,University,Single,31
4818,0,No Default,120000,Female,Graduate School,Single,27
4819,0,No Default,220000,Female,Graduate School,Single,33
4820,0,No Default,50000,Female,Graduate School,Single,35
4821,0,No Default,90000,Female,Graduate School,Single,29
4822,0,No Default,360000,Female,University,Single,43
4823,0,No Default,280000,Female,University,Married,49
4824,0,No Default,270000,Female,Graduate School,Married,57
4825,0,No Default,200000,Male,Graduate School,Married,31
4826,0,No Default,80000,Male,High School,Single,25
4827,0,No Default,60000,Female,Graduate School,Single,34
4828,0,No Default,60000,Female,University,Single,31
4829,0,No Default,90000,Female,Graduate School,Single,28
4830,0,No Default,10000,Female,High School,Other,48
4831,0,No Default,140000,Male,University,Single,36
4832,1,Default,280000,Male,Graduate School,Married,42
4833,0,No Default,140000,Female,University,Married,24
4834,0,No Default,110000,Male,High School,Married,52
4835,0,No Default,120000,Female,High School,Single,26
4836,0,No Default,130000,Female,University,Married,39
4837,0,No Default,290000,Male,University,Married,48
4838,0,No Default,80000,Male,University,Married,33
4839,1,Default,50000,Female,University,Single,22
4840,0,No Default,450000,Female,University,Married,33
4841,1,Default,50000,Male,High School,Married,37
4842,0,No Default,170000,Female,Graduate School,Single,27
4843,0,No Default,210000,Male,University,Single,30
4844,0,No Default,30000,Female,University,Single,23
4845,0,No Default,230000,Male,Graduate School,Single,33
4846,1,Default,170000,Male,University,Single,34
4847,0,No Default,20000,Female,University,Single,22
4848,0,No Default,50000,Male,High School,Married,54
4849,0,No Default,100000,Female,University,Married,42
4850,0,No Default,140000,Female,Graduate School,Single,27
4851,0,No Default,100000,Female,Graduate School,Single,30
4852,1,Default,150000,Female,Graduate School,Married,37
4853,1,Default,60000,Female,High School,Single,23
4854,1,Default,200000,Male,High School,Married,33
4855,0,No Default,200000,Female,Graduate School,Single,27
4856,1,Default,50000,Female,Graduate School,Single,35
4857,0,No Default,60000,Male,University,Single,32
4858,1,Default,50000,Female,High School,Married,32
4859,0,No Default,140000,Female,University,Married,55
4860,0,No Default,640000,Female,Graduate School,Single,41
4861,1,Default,210000,Male,University,Married,41
4862,0,No Default,60000,Female,University,Married,27
4863,1,Default,80000,Female,University,Married,32
4864,1,Default,290000,Female,Graduate School,Married,37
4865,0,No Default,150000,Female,Graduate School,Single,28
4866,0,No Default,200000,Female,University,Single,40
4867,1,Default,130000,Female,University,Single,29
4868,0,No Default,490000,Male,University,Single,34
4869,1,Default,200000,Male,University,Married,40
4870,0,No Default,210000,Female,Graduate School,Married,54
4871,1,Default,260000,Female,Graduate School,Single,29
4872,0,No Default,80000,Male,University,Married,42
4873,0,No Default,50000,Male,High School,Married,53
4874,0,No Default,210000,Female,University,Single,30
4875,0,No Default,210000,Female,University,Other,52
4876,0,No Default,40000,Female,High School,Married,41
4877,0,No Default,110000,Female,University,Married,33
4878,0,No Default,50000,Male,Graduate School,Single,49
4879,0,No Default,80000,Female,Graduate School,Single,27
4880,1,Default,80000,Female,Graduate School,Single,37
4881,0,No Default,250000,Female,Graduate School,Single,43
4882,0,No Default,100000,Female,Graduate School,Single,27
4883,1,Default,50000,Male,University,Single,29
4884,1,Default,150000,Female,Graduate School,Single,32
4885,1,Default,70000,Male,University,Single,30
4886,0,No Default,150000,Male,Graduate School,Single,29
4887,0,No Default,360000,Female,Graduate School,Single,31
4888,0,No Default,90000,Male,University,Single,29
4889,0,No Default,160000,Female,University,Married,28
4890,0,No Default,70000,Female,University,Single,36
4891,0,No Default,360000,Female,University,Married,33
4892,0,No Default,420000,Female,Graduate School,Single,33
4893,0,No Default,50000,Female,University,Married,47
4894,1,Default,160000,Female,University,Single,28
4895,0,No Default,100000,Female,University,Married,38
4896,0,No Default,240000,Female,High School,Married,41
4897,0,No Default,390000,Female,Graduate School,Single,42
4898,0,No Default,80000,Female,University,Married,37
4899,1,Default,360000,Female,Graduate School,Single,29
4900,0,No Default,210000,Female,University,Married,34
4901,1,Default,320000,Female,Graduate School,Single,28
4902,0,No Default,20000,Female,High School,Married,50
4903,1,Default,180000,Female,University,Married,27
4904,0,No Default,490000,Male,University,Married,50
4905,0,No Default,30000,Female,University,Single,22
4906,0,No Default,290000,Female,Graduate School,Married,34
4907,0,No Default,340000,Female,University,Married,46
4908,0,No Default,40000,Female,University,Married,43
4909,0,No Default,50000,Male,University,Single,23
4910,1,Default,30000,Male,University,Single,30
4911,0,No Default,60000,Female,Graduate School,Single,34
4912,0,No Default,180000,Male,Unknown,Single,29
4913,0,No Default,160000,Male,High School,Married,57
4914,0,No Default,170000,Male,Graduate School,Married,33
4915,0,No Default,50000,Male,University,Married,42
4916,0,No Default,50000,Male,University,Married,45
4917,0,No Default,360000,Female,Graduate School,Married,32
4918,1,Default,160000,Female,University,Married,35
4919,0,No Default,260000,Female,Graduate School,Single,39
4920,0,No Default,350000,Female,Graduate School,Single,31
4921,0,No Default,30000,Female,University,Single,26
4922,0,No Default,180000,Female,University,Single,27
4923,0,No Default,230000,Female,Graduate School,Single,30
4924,0,No Default,50000,Female,Graduate School,Single,29
4925,1,Default,370000,Male,University,Married,38
4926,0,No Default,30000,Male,University,Married,42
4927,0,No Default,280000,Male,Graduate School,Single,31
4928,1,Default,210000,Female,University,Single,53
4929,0,No Default,150000,Female,Graduate School,Married,49
4930,0,No Default,170000,Female,Graduate School,Single,30
4931,0,No Default,80000,Male,University,Single,28
4932,1,Default,30000,Female,University,Married,29
4933,0,No Default,50000,Male,University,Single,38
4934,0,No Default,140000,Female,University,Single,24
4935,0,No Default,30000,Female,Graduate School,Married,22
4936,0,No Default,50000,Male,University,Married,45
4937,0,No Default,20000,Male,Graduate School,Single,24
4938,0,No Default,180000,Male,Graduate School,Married,37
4939,0,No Default,30000,Male,University,Single,46
4940,0,No Default,210000,Male,University,Single,26
4941,0,No Default,30000,Male,University,Single,35
4942,0,No Default,50000,Female,University,Single,31
4943,0,No Default,270000,Female,Graduate School,Single,31
4944,0,No Default,70000,Female,University,Single,25
4945,0,No Default,110000,Male,University,Single,32
4946,1,Default,20000,Female,Graduate School,Single,24
4947,1,Default,150000,Male,University,Married,37
4948,0,No Default,420000,Male,Graduate School,Married,59
4949,0,No Default,20000,Male,Graduate School,Single,24
4950,0,No Default,50000,Male,University,Single,51
4951,0,No Default,170000,Male,Graduate School,Single,51
4952,0,No Default,20000,Male,High School,Married,35
4953,1,Default,360000,Female,High School,Single,36
4954,0,No Default,280000,Female,Graduate School,Single,34
4955,0,No Default,340000,Male,Graduate School,Single,35
4956,1,Default,180000,Male,Graduate School,Married,46
4957,1,Default,280000,Male,Graduate School,Single,33
4958,1,Default,60000,Male,Graduate School,Single,27
4959,1,Default,150000,Male,Graduate School,Married,56
4960,0,No Default,300000,Female,Graduate School,Single,24
4961,0,No Default,210000,Female,Graduate School,Married,34
4962,0,No Default,50000,Male,Graduate School,Single,29
4963,0,No Default,140000,Female,Graduate School,Single,30
4964,0,No Default,180000,Female,Graduate School,Single,42
4965,0,No Default,380000,Male,High School,Married,44
4966,0,No Default,10000,Female,University,Single,22
4967,0,No Default,50000,Male,High School,Married,45
4968,1,Default,50000,Female,University,Single,22
4969,0,No Default,50000,Female,Graduate School,Single,25
4970,0,No Default,140000,Female,University,Married,37
4971,0,No Default,110000,Male,University,Single,36
4972,0,No Default,260000,Male,University,Married,63
4973,0,No Default,50000,Female,University,Single,26
4974,0,No Default,180000,Female,Graduate School,Single,30
4975,0,No Default,150000,Female,University,Single,26
4976,0,No Default,80000,Female,Graduate School,Married,39
4977,0,No Default,210000,Female,Graduate School,Single,31
4978,0,No Default,320000,Male,Graduate School,Married,44
4979,0,No Default,100000,Female,University,Married,36
4980,0,No Default,100000,Female,Graduate School,Married,35
4981,0,No Default,50000,Male,Graduate School,Single,24
4982,1,Default,240000,Male,High School,Married,43
4983,0,No Default,300000,Female,Graduate School,Single,33
4984,1,Default,200000,Female,Graduate School,Single,30
4985,0,No Default,270000,Female,Graduate School,Married,31
4986,1,Default,150000,Female,Graduate School,Single,26
4987,0,No Default,260000,Female,University,Single,29
4988,0,No Default,50000,Female,University,Single,24
4989,1,Default,130000,Female,University,Married,32
4990,0,No Default,80000,Female,Graduate School,Single,28
4991,0,No Default,20000,Male,Graduate School,Single,32
4992,0,No Default,410000,Female,University,Married,50
4993,1,Default,80000,Male,University,Married,36
4994,0,No Default,160000,Female,High School,Married,58
4995,0,No Default,500000,Female,Graduate School,Single,40
4996,0,No Default,20000,Female,University,Married,36
4997,0,No Default,180000,Female,Unknown,Married,34
4998,1,Default,200000,Female,University,Married,45
4999,0,No Default,310000,Male,High School,Married,44
5000,0,No Default,160000,Male,Graduate School,Single,40
5001,0,No Default,170000,Female,High School,Married,61
5002,1,Default,500000,Male,Graduate School,Married,45
5003,0,No Default,140000,Female,Graduate School,Single,28
5004,0,No Default,80000,Female,High School,Married,48
5005,0,No Default,420000,Female,University,Single,28
5006,0,No Default,90000,Female,High School,NA,24
5007,0,No Default,280000,Female,Graduate School,Single,31
5008,0,No Default,20000,Male,High School,Married,44
5009,0,No Default,170000,Female,University,Married,31
5010,0,No Default,30000,Female,University,Single,26
5011,0,No Default,20000,Male,High School,Single,26
5012,1,Default,280000,Female,Graduate School,Married,49
5013,0,No Default,30000,Female,High School,Single,40
5014,0,No Default,170000,Female,Graduate School,Married,38
5015,0,No Default,290000,Female,Graduate School,Married,38
5016,0,No Default,290000,Female,Graduate School,Single,24
5017,0,No Default,360000,Female,University,Single,33
5018,0,No Default,190000,Female,University,Married,34
5019,0,No Default,90000,Male,University,Single,26
5020,0,No Default,20000,Male,High School,Single,48
5021,0,No Default,290000,Female,University,Married,42
5022,0,No Default,460000,Female,Graduate School,Single,38
5023,0,No Default,230000,Female,Graduate School,Single,26
5024,0,No Default,170000,Male,University,Married,37
5025,0,No Default,180000,Female,Graduate School,Married,40
5026,0,No Default,20000,Male,University,Single,27
5027,0,No Default,50000,Male,University,Married,25
5028,0,No Default,200000,Male,Graduate School,Single,30
5029,0,No Default,80000,Female,High School,Married,53
5030,0,No Default,380000,Male,Graduate School,Married,53
5031,1,Default,500000,Male,Graduate School,Married,40
5032,1,Default,170000,Male,University,Married,49
5033,0,No Default,20000,Female,Graduate School,Single,23
5034,0,No Default,320000,Female,University,Married,32
5035,1,Default,50000,Female,Graduate School,Single,23
5036,0,No Default,400000,Male,University,Married,45
5037,0,No Default,320000,Female,Graduate School,Single,33
5038,0,No Default,200000,Male,Graduate School,Single,28
5039,1,Default,20000,Male,Graduate School,Single,28
5040,1,Default,230000,Female,High School,Single,42
5041,1,Default,130000,Female,Graduate School,Single,29
5042,1,Default,310000,Male,Graduate School,Single,28
5043,0,No Default,50000,Female,High School,Single,58
5044,0,No Default,90000,Male,High School,Single,45
5045,0,No Default,260000,Female,High School,Married,42
5046,0,No Default,270000,Male,Graduate School,Single,36
5047,0,No Default,210000,Female,Graduate School,Single,30
5048,0,No Default,220000,Female,University,Single,52
5049,1,Default,80000,Male,University,Single,30
5050,0,No Default,50000,Female,High School,Single,61
5051,0,No Default,20000,Female,University,Married,39
5052,0,No Default,20000,Female,Graduate School,Single,23
5053,0,No Default,100000,Female,Graduate School,Single,25
5054,0,No Default,320000,Male,University,Single,32
5055,0,No Default,200000,Female,University,Single,31
5056,0,No Default,80000,Female,Graduate School,Single,25
5057,1,Default,120000,Female,University,Married,34
5058,0,No Default,20000,Male,University,Single,43
5059,0,No Default,200000,Female,Graduate School,Married,35
5060,0,No Default,140000,Female,University,Married,24
5061,1,Default,50000,Male,University,Married,52
5062,0,No Default,60000,Male,University,Single,25
5063,0,No Default,50000,Male,University,Single,30
5064,0,No Default,200000,Female,University,Single,33
5065,1,Default,20000,Male,University,Married,53
5066,0,No Default,200000,Female,Graduate School,Married,32
5067,0,No Default,350000,Female,High School,Married,49
5068,1,Default,50000,Female,High School,Married,40
5069,1,Default,120000,Male,University,Married,44
5070,0,No Default,150000,Male,University,Married,35
5071,0,No Default,180000,Female,University,Married,48
5072,1,Default,120000,Female,University,Single,27
5073,0,No Default,130000,Female,Graduate School,Married,55
5074,0,No Default,80000,Female,University,Married,41
5075,0,No Default,390000,Female,University,Married,49
5076,1,Default,50000,Female,Graduate School,Single,27
5077,0,No Default,50000,Male,University,Single,31
5078,1,Default,320000,Female,University,Married,29
5079,1,Default,50000,Female,University,Other,48
5080,0,No Default,200000,Female,University,Married,43
5081,1,Default,30000,Male,High School,Single,59
5082,0,No Default,290000,Female,University,Married,36
5083,0,No Default,50000,Female,High School,Married,57
5084,0,No Default,50000,Female,University,Married,52
5085,1,Default,140000,Male,High School,Married,45
5086,1,Default,50000,Male,University,Married,43
5087,0,No Default,80000,Female,University,Single,23
5088,0,No Default,50000,Female,Graduate School,Single,31
5089,0,No Default,280000,Female,University,Single,28
5090,0,No Default,80000,Female,University,Married,53
5091,0,No Default,60000,Female,University,Married,29
5092,0,No Default,360000,Female,Graduate School,Single,26
5093,0,No Default,520000,Male,University,Single,32
5094,1,Default,210000,Female,University,Married,43
5095,0,No Default,360000,Male,Graduate School,Single,26
5096,0,No Default,100000,Male,Graduate School,Single,27
5097,1,Default,50000,Female,High School,Married,45
5098,0,No Default,280000,Female,University,Married,31
5099,0,No Default,120000,Male,Graduate School,Single,26
5100,1,Default,50000,Male,Graduate School,Single,29
5101,0,No Default,360000,Female,Graduate School,Married,48
5102,1,Default,140000,Female,University,Married,35
5103,0,No Default,130000,Male,Graduate School,Single,25
5104,0,No Default,240000,Female,Graduate School,Married,33
5105,0,No Default,70000,Female,High School,Single,40
5106,0,No Default,80000,Male,University,Other,45
5107,0,No Default,20000,Female,Unknown,Other,35
5108,1,Default,180000,Female,University,Single,29
5109,0,No Default,80000,Male,University,Single,25
5110,0,No Default,300000,Female,University,Single,39
5111,0,No Default,70000,Male,University,Single,31
5112,1,Default,180000,Female,Graduate School,Married,30
5113,0,No Default,150000,Male,University,Married,33
5114,1,Default,30000,Female,High School,Single,36
5115,0,No Default,180000,Female,Graduate School,Single,24
5116,0,No Default,20000,Male,University,Single,31
5117,0,No Default,30000,Male,University,Single,29
5118,1,Default,500000,Male,Graduate School,Single,38
5119,0,No Default,290000,Female,Graduate School,Single,29
5120,0,No Default,500000,Female,University,Married,47
5121,0,No Default,150000,Male,University,Single,37
5122,1,Default,200000,Male,Graduate School,Married,37
5123,0,No Default,50000,Female,University,Single,23
5124,1,Default,180000,Female,Graduate School,Married,47
5125,0,No Default,150000,Female,Graduate School,Married,40
5126,1,Default,210000,Female,University,Single,34
5127,0,No Default,30000,Female,Unknown,Single,23
5128,0,No Default,360000,Male,High School,Married,51
5129,0,No Default,60000,Female,University,Married,38
5130,0,No Default,230000,Female,University,Single,25
5131,0,No Default,260000,Male,High School,Married,39
5132,0,No Default,210000,Female,University,Single,34
5133,0,No Default,200000,Female,Graduate School,Single,42
5134,0,No Default,20000,Male,University,Married,37
5135,0,No Default,30000,Male,High School,Single,53
5136,1,Default,180000,Female,Graduate School,Single,32
5137,1,Default,50000,Male,University,Married,28
5138,0,No Default,200000,Male,High School,Married,43
5139,0,No Default,140000,Female,Graduate School,Single,27
5140,0,No Default,250000,Female,Graduate School,Single,42
5141,0,No Default,200000,Male,Graduate School,Married,43
5142,0,No Default,80000,Female,Graduate School,Single,30
5143,0,No Default,60000,Female,High School,Married,48
5144,0,No Default,360000,Female,Graduate School,Single,29
5145,1,Default,50000,Male,Graduate School,Single,23
5146,0,No Default,240000,Female,High School,Single,36
5147,1,Default,330000,Female,University,Single,30
5148,1,Default,50000,Female,University,Single,25
5149,1,Default,110000,Male,High School,Single,33
5150,1,Default,30000,Male,High School,Single,29
5151,1,Default,20000,Male,University,Married,36
5152,1,Default,20000,Male,Graduate School,Single,43
5153,0,No Default,160000,Male,Graduate School,Single,31
5154,0,No Default,80000,Male,University,Single,24
5155,0,No Default,180000,Female,Graduate School,Married,47
5156,0,No Default,80000,Male,University,Single,27
5157,0,No Default,150000,Male,Graduate School,Single,30
5158,1,Default,130000,Male,Graduate School,Single,29
5159,0,No Default,240000,Male,High School,Single,32
5160,0,No Default,400000,Female,Graduate School,Single,28
5161,0,No Default,500000,Male,University,Single,32
5162,1,Default,20000,Male,Graduate School,Single,22
5163,0,No Default,240000,Male,Graduate School,Single,35
5164,1,Default,110000,Female,University,Married,26
5165,0,No Default,80000,Female,University,Single,26
5166,0,No Default,50000,Male,High School,Married,58
5167,0,No Default,330000,Male,Graduate School,Married,37
5168,0,No Default,200000,Male,High School,Married,40
5169,0,No Default,230000,Female,Unknown,Married,32
5170,1,Default,140000,Female,University,Single,26
5171,0,No Default,360000,Male,University,Married,34
5172,1,Default,70000,Male,High School,Married,46
5173,0,No Default,360000,Female,University,Married,40
5174,0,No Default,260000,Female,Graduate School,Single,27
5175,0,No Default,80000,Female,High School,Other,29
5176,0,No Default,180000,Female,University,Single,48
5177,0,No Default,190000,Female,Graduate School,Single,30
5178,1,Default,190000,Male,Graduate School,Married,50
5179,0,No Default,260000,Male,Graduate School,Married,39
5180,1,Default,200000,Male,University,Single,27
5181,1,Default,340000,Female,Graduate School,Single,47
5182,0,No Default,200000,Female,University,Married,47
5183,0,No Default,150000,Female,Graduate School,Married,36
5184,0,No Default,100000,Male,University,Married,40
5185,1,Default,100000,Female,University,Married,45
5186,0,No Default,200000,Female,Unknown,Single,34
5187,0,No Default,230000,Male,Graduate School,Single,39
5188,0,No Default,200000,Male,Graduate School,Married,40
5189,0,No Default,140000,Male,Graduate School,Single,28
5190,0,No Default,30000,Male,University,Single,24
5191,0,No Default,100000,Female,University,Single,30
5192,1,Default,50000,Male,University,Married,41
5193,0,No Default,330000,Female,Graduate School,Married,41
5194,1,Default,500000,Female,Graduate School,Married,36
5195,0,No Default,500000,Female,University,Single,31
5196,0,No Default,50000,Female,University,Single,28
5197,0,No Default,50000,Female,Graduate School,Single,25
5198,0,No Default,50000,Female,University,Married,42
5199,0,No Default,20000,Male,University,Married,51
5200,0,No Default,70000,Female,High School,Single,24
5201,1,Default,60000,Female,Graduate School,Single,34
5202,0,No Default,230000,Male,Graduate School,Single,36
5203,0,No Default,60000,Male,High School,Married,58
5204,0,No Default,330000,Male,University,Married,43
5205,0,No Default,500000,Female,Graduate School,Married,35
5206,0,No Default,30000,Female,High School,Married,45
5207,0,No Default,160000,Female,Graduate School,Married,53
5208,0,No Default,110000,Male,University,Single,40
5209,0,No Default,50000,Female,Graduate School,Single,35
5210,0,No Default,50000,Female,University,Married,43
5211,1,Default,20000,Male,Graduate School,Single,25
5212,0,No Default,50000,Male,University,Single,23
5213,0,No Default,210000,Male,Graduate School,Single,28
5214,0,No Default,500000,Female,University,Married,30
5215,0,No Default,320000,Male,High School,Married,50
5216,0,No Default,350000,Female,Graduate School,Single,32
5217,0,No Default,50000,Male,High School,Single,27
5218,0,No Default,50000,Female,University,Married,34
5219,1,Default,20000,Female,University,Married,33
5220,1,Default,80000,Female,University,Married,47
5221,0,No Default,170000,Male,Graduate School,Single,35
5222,1,Default,50000,Female,University,Married,24
5223,0,No Default,400000,Male,High School,Single,49
5224,1,Default,90000,Female,University,Single,48
5225,0,No Default,50000,Male,University,Single,22
5226,0,No Default,60000,Female,Graduate School,Single,24
5227,0,No Default,50000,Female,University,Single,50
5228,0,No Default,250000,Female,Graduate School,Married,45
5229,1,Default,320000,Female,High School,Single,53
5230,0,No Default,260000,Female,Graduate School,Single,27
5231,0,No Default,20000,Male,University,Single,24
5232,0,No Default,50000,Male,Graduate School,Single,25
5233,0,No Default,50000,Male,University,Married,35
5234,0,No Default,50000,Male,Graduate School,Single,35
5235,0,No Default,150000,Female,Graduate School,Single,27
5236,1,Default,20000,Female,University,Single,21
5237,1,Default,190000,Female,Graduate School,Married,39
5238,0,No Default,250000,Male,Graduate School,Married,46
5239,0,No Default,380000,Male,Graduate School,Married,32
5240,0,No Default,330000,Female,University,Single,28
5241,0,No Default,50000,Female,University,Single,31
5242,0,No Default,140000,Female,Graduate School,Single,31
5243,1,Default,20000,Female,University,Single,50
5244,0,No Default,70000,Female,Graduate School,Single,28
5245,0,No Default,160000,Female,Graduate School,Single,31
5246,0,No Default,240000,Female,University,Married,34
5247,0,No Default,300000,Female,Graduate School,Single,27
5248,0,No Default,70000,Male,University,Single,28
5249,1,Default,30000,Female,University,Married,28
5250,0,No Default,390000,Female,Graduate School,Single,32
5251,0,No Default,20000,Female,University,Single,40
5252,0,No Default,330000,Female,Graduate School,Married,44
5253,0,No Default,420000,Female,Graduate School,Single,29
5254,0,No Default,200000,Male,Graduate School,Married,63
5255,1,Default,70000,Male,University,Single,29
5256,0,No Default,180000,Female,University,Married,40
5257,0,No Default,260000,Female,High School,Other,55
5258,0,No Default,80000,Female,High School,Single,25
5259,0,No Default,250000,Female,Graduate School,Single,32
5260,0,No Default,140000,Male,Graduate School,Single,29
5261,1,Default,40000,Female,University,Single,24
5262,0,No Default,50000,Female,University,Married,36
5263,0,No Default,210000,Female,University,Married,37
5264,0,No Default,180000,Female,University,Married,33
5265,0,No Default,50000,Male,University,Single,45
5266,0,No Default,320000,Female,University,Single,54
5267,0,No Default,230000,Male,Graduate School,Married,41
5268,0,No Default,160000,Female,University,Married,40
5269,0,No Default,110000,Male,University,Single,25
5270,0,No Default,250000,Female,High School,Married,39
5271,0,No Default,20000,Female,Unknown,Single,37
5272,0,No Default,170000,Female,Graduate School,Single,28
5273,0,No Default,140000,Male,High School,Married,32
5274,1,Default,60000,Female,University,Married,42
5275,1,Default,20000,Male,Graduate School,Single,24
5276,0,No Default,80000,Male,University,Married,53
5277,0,No Default,60000,Male,High School,Single,34
5278,0,No Default,210000,Female,Unknown,Married,35
5279,0,No Default,320000,Male,University,Single,27
5280,0,No Default,50000,Female,High School,Married,55
5281,0,No Default,10000,Male,University,Other,37
5282,1,Default,50000,Male,University,Single,51
5283,0,No Default,140000,Female,University,Married,33
5284,0,No Default,50000,Female,University,Married,38
5285,1,Default,80000,Male,University,Married,36
5286,0,No Default,300000,Female,Graduate School,Married,36
5287,1,Default,520000,Female,Graduate School,Single,33
5288,0,No Default,200000,Female,University,Other,57
5289,0,No Default,200000,Female,University,Married,35
5290,0,No Default,60000,Female,University,Married,44
5291,0,No Default,180000,Female,University,Married,42
5292,0,No Default,120000,Female,University,Single,24
5293,0,No Default,50000,Male,University,Married,47
5294,0,No Default,20000,Male,Graduate School,Single,33
5295,1,Default,10000,Male,University,Single,27
5296,0,No Default,520000,Male,Graduate School,Single,34
5297,0,No Default,500000,Female,Graduate School,Married,33
5298,0,No Default,50000,Male,University,Single,24
5299,0,No Default,200000,Female,University,Married,29
5300,0,No Default,360000,Female,Graduate School,Single,36
5301,0,No Default,400000,Female,Graduate School,Married,48
5302,0,No Default,90000,Male,University,Single,30
5303,0,No Default,90000,Female,University,Single,29
5304,0,No Default,200000,Female,Graduate School,Single,29
5305,1,Default,150000,Female,Graduate School,Married,38
5306,0,No Default,350000,Male,University,Single,31
5307,0,No Default,500000,Male,University,Married,31
5308,0,No Default,160000,Female,University,Single,24
5309,0,No Default,80000,Male,Graduate School,Single,35
5310,0,No Default,130000,Male,University,Single,38
5311,0,No Default,100000,Female,High School,Single,31
5312,0,No Default,80000,Male,University,Married,46
5313,0,No Default,50000,Female,University,Single,24
5314,0,No Default,80000,Female,Graduate School,Married,50
5315,0,No Default,200000,Male,Graduate School,Single,27
5316,0,No Default,330000,Female,University,Single,28
5317,1,Default,50000,Female,Graduate School,Single,26
5318,1,Default,80000,Female,University,Single,23
5319,0,No Default,270000,Female,University,Married,33
5320,0,No Default,30000,Female,High School,Married,60
5321,0,No Default,500000,Male,University,Single,30
5322,0,No Default,60000,Female,Graduate School,Single,26
5323,0,No Default,20000,Female,University,Married,34
5324,0,No Default,180000,Female,University,Single,28
5325,0,No Default,30000,Female,University,Married,38
5326,0,No Default,200000,Male,Graduate School,Married,45
5327,0,No Default,320000,Female,Graduate School,Single,32
5328,0,No Default,210000,Female,High School,Married,28
5329,0,No Default,200000,Female,Graduate School,Single,30
5330,0,No Default,170000,Male,University,Single,41
5331,0,No Default,50000,Male,High School,Married,42
5332,0,No Default,20000,Female,University,Other,52
5333,0,No Default,20000,Female,University,Married,22
5334,0,No Default,580000,Female,Graduate School,Married,31
5335,0,No Default,80000,Female,High School,Single,25
5336,1,Default,50000,Female,Graduate School,Married,38
5337,0,No Default,30000,Male,University,Single,31
5338,1,Default,50000,Female,University,Married,31
5339,1,Default,20000,Male,High School,Single,25
5340,0,No Default,100000,Female,University,Married,41
5341,0,No Default,80000,Male,High School,Single,48
5342,0,No Default,40000,Female,High School,Married,48
5343,0,No Default,80000,Female,High School,Married,27
5344,0,No Default,10000,Male,High School,Single,31
5345,0,No Default,200000,Female,Graduate School,Married,41
5346,0,No Default,50000,Female,University,NA,28
5347,0,No Default,140000,Female,High School,Single,23
5348,0,No Default,340000,Female,Graduate School,Married,34
5349,1,Default,220000,Male,Graduate School,Single,28
5350,1,Default,80000,Female,Graduate School,Single,23
5351,1,Default,20000,Male,High School,Single,24
5352,0,No Default,500000,Male,Graduate School,Married,36
5353,0,No Default,100000,Female,University,Married,48
5354,0,No Default,150000,Male,University,Married,39
5355,0,No Default,360000,Male,University,Single,27
5356,0,No Default,60000,Female,University,Married,37
5357,0,No Default,500000,Male,Graduate School,Married,34
5358,0,No Default,270000,Female,Graduate School,Single,27
5359,0,No Default,230000,Female,University,Single,30
5360,0,No Default,160000,Female,University,Single,33
5361,0,No Default,20000,Male,Graduate School,Single,26
5362,0,No Default,230000,Male,University,Married,34
5363,0,No Default,50000,Female,High School,Single,23
5364,0,No Default,500000,Female,University,Married,52
5365,0,No Default,80000,Female,High School,Single,30
5366,1,Default,50000,Male,High School,Other,55
5367,0,No Default,20000,Male,University,Single,29
5368,0,No Default,200000,Female,Graduate School,Married,40
5369,0,No Default,100000,Female,University,Married,44
5370,0,No Default,390000,Female,University,Married,44
5371,0,No Default,450000,Male,University,Married,44
5372,1,Default,10000,Male,High School,Married,40
5373,0,No Default,270000,Male,University,Single,29
5374,0,No Default,190000,Male,Graduate School,Single,33
5375,0,No Default,30000,Female,Graduate School,Single,30
5376,0,No Default,360000,Female,Graduate School,Single,28
5377,0,No Default,50000,Female,University,Single,28
5378,0,No Default,240000,Female,Graduate School,Married,41
5379,0,No Default,150000,Male,University,Single,26
5380,0,No Default,150000,Male,University,Single,44
5381,0,No Default,20000,Male,University,Single,23
5382,1,Default,50000,Male,Graduate School,Single,24
5383,0,No Default,40000,Female,University,Married,38
5384,1,Default,20000,Male,Graduate School,Single,25
5385,0,No Default,150000,Female,Graduate School,Single,29
5386,0,No Default,50000,Female,University,Married,48
5387,1,Default,50000,Female,High School,Married,44
5388,1,Default,50000,Male,University,Single,23
