id,month,repayment_status,payment_amount
7990,september,-2,0
7990,august,-2,0
7990,july,-2,5436
7990,june,-2,100
7990,may,-2,9330
7990,april,-2,0
7991,september,0,2047
7991,august,0,3167
7991,july,0,682
7991,june,0,662
7991,may,0,1000
7991,april,0,1000
7992,september,-1,0
7992,august,-1,660
7992,july,-1,0
7992,june,0,0
7992,may,0,0
7992,april,-2,0
7993,september,2,2000
7993,august,2,2800
7993,july,2,0
7993,june,3,1300
7993,may,2,0
7993,april,2,3700
7994,september,-1,3934
7994,august,-1,0
7994,july,-2,0
7994,june,-2,3353
7994,may,-1,764
7994,april,-1,35532
7995,september,-1,656
7995,august,-1,687
7995,july,-1,620
7995,june,-1,0
7995,may,-1,627
7995,april,-1,3620
7996,september,0,6000
7996,august,0,5012
7996,july,0,5000
7996,june,0,5000
7996,may,0,5000
7996,april,0,5000
7997,september,0,3000
7997,august,0,2000
7997,july,0,2000
7997,june,0,1000
7997,may,0,3000
7997,april,0,1000
7998,september,0,3867
7998,august,0,3941
7998,july,0,4123
7998,june,0,4267
7998,may,0,4300
7998,april,0,4084
7999,september,-1,5473
7999,august,-1,4506
7999,july,-1,10137
7999,june,-1,9521
7999,may,-1,2931
7999,april,-1,10381
8000,september,0,6000
8000,august,0,1400
8000,july,0,0
8000,june,0,0
8000,may,-2,0
8000,april,-2,0
8001,september,0,1000
8001,august,0,0
8001,july,0,0
8001,june,-2,0
8001,may,-2,0
8001,april,-2,0
8002,september,0,2000
8002,august,0,1800
8002,july,0,1300
8002,june,0,1400
8002,may,0,1400
8002,april,0,1000
8003,september,-1,14187
8003,august,-1,56717
8003,july,-1,81414
8003,june,-1,62063
8003,may,-1,14122
8003,april,-1,25417
8004,september,0,1280
8004,august,-1,5850
8004,july,-1,0
8004,june,0,1240
8004,may,-1,0
8004,april,-1,0
8005,september,0,1526
8005,august,0,1432
8005,july,0,1200
8005,june,0,1072
8005,may,0,1326
8005,april,0,704
8006,september,0,8017
8006,august,0,8117
8006,july,0,14044
8006,june,0,5410
8006,may,0,5855
8006,april,0,5254
8007,september,0,2896
8007,august,0,1722
8007,july,0,1619
8007,june,0,1665
8007,may,0,1700
8007,april,0,1833
8008,september,-1,3050
8008,august,-1,9118
8008,july,-1,11000
8008,june,0,30000
8008,may,0,428
8008,april,0,3166
8009,september,-1,0
8009,august,-1,855
8009,july,-1,640
8009,june,-1,0
8009,may,-1,0
8009,april,-2,2742
8010,september,0,1650
8010,august,0,0
8010,july,0,0
8010,june,-2,0
8010,may,-2,0
8010,april,-2,0
8011,september,0,2014
8011,august,0,1705
8011,july,0,2000
8011,june,0,2000
8011,may,0,3000
8011,april,0,3000
8012,september,0,25287
8012,august,-1,1037
8012,july,0,363
8012,june,0,89
8012,may,0,27796
8012,april,-1,8000
8013,september,0,6500
8013,august,0,4270
8013,july,0,2518
8013,june,0,2994
8013,may,0,0
8013,april,0,0
8014,september,0,1500
8014,august,0,1300
8014,july,0,1000
8014,june,0,1000
8014,may,0,711
8014,april,0,1000
8015,september,-1,26
8015,august,-1,707
8015,july,-1,452
8015,june,-1,457
8015,may,-1,0
8015,april,-1,0
8016,september,0,3000
8016,august,0,2000
8016,july,2,1000
8016,june,2,2500
8016,may,2,1000
8016,april,2,2000
8017,september,2,8027
8017,august,0,6218
8017,july,0,6220
8017,june,0,6316
8017,may,0,6504
8017,april,0,6504
8018,september,0,18150
8018,august,0,7200
8018,july,2,7500
8018,june,2,0
8018,may,2,15079
8018,april,2,8000
8019,september,0,3609
8019,august,0,5000
8019,july,0,4000
8019,june,0,3315
8019,may,0,7539
8019,april,0,5000
8020,september,-1,0
8020,august,-1,0
8020,july,-2,411
8020,june,-1,0
8020,may,2,8300
8020,april,2,0
8021,september,0,1600
8021,august,0,1500
8021,july,0,1100
8021,june,0,1053
8021,may,0,1320
8021,april,0,967
8022,september,2,3900
8022,august,2,4000
8022,july,2,0
8022,june,2,1920
8022,may,0,1800
8022,april,0,1800
8023,september,0,8331
8023,august,0,0
8023,july,0,0
8023,june,-2,0
8023,may,-2,0
8023,april,-2,3860
8024,september,0,7500
8024,august,0,3500
8024,july,0,2500
8024,june,0,2500
8024,may,0,2600
8024,april,0,3000
8025,september,-1,0
8025,august,2,2420
8025,july,-1,2540
8025,june,-1,0
8025,may,-1,346
8025,april,-1,604
8026,september,0,1184
8026,august,0,2100
8026,july,0,0
8026,june,2,500
8026,may,0,1000
8026,april,0,0
8027,september,0,5491
8027,august,0,9800
8027,july,0,0
8027,june,2,4300
8027,may,0,8700
8027,april,0,4500
8028,september,0,7000
8028,august,0,4710
8028,july,0,4500
8028,june,0,9400
8028,may,0,3600
8028,april,2,5500
8029,september,0,4112
8029,august,0,3648
8029,july,0,2800
8029,june,0,3100
8029,may,0,3133
8029,april,0,2800
8030,september,-1,13576
8030,august,-1,15059
8030,july,-1,13000
8030,june,-1,25300
8030,may,-1,626
8030,april,-1,0
8031,september,0,1500
8031,august,0,1500
8031,july,0,1000
8031,june,0,1000
8031,may,0,1000
8031,april,0,1000
8032,september,-1,0
8032,august,-1,11836
8032,july,-1,2000
8032,june,0,2000
8032,may,0,390
8032,april,-1,390
8033,september,-1,0
8033,august,2,5160
8033,july,2,1753
8033,june,2,0
8033,may,2,1508
8033,april,0,5000
8034,september,0,0
8034,august,0,14805
8034,july,-1,294
8034,june,0,300
8034,may,0,498
8034,april,-1,1003
8035,september,0,10000
8035,august,0,10000
8035,july,0,5849
8035,june,0,4570
8035,may,0,5447
8035,april,0,120000
8036,september,0,5045
8036,august,0,8016
8036,july,0,5000
8036,june,0,4000
8036,may,0,4014
8036,april,0,3000
8037,september,-2,0
8037,august,-2,0
8037,july,-2,0
8037,june,-2,0
8037,may,-2,0
8037,april,-2,652
8038,september,-1,3833
8038,august,-1,9791
8038,july,-1,10532
8038,june,-1,6559
8038,may,-1,500
8038,april,-1,961
8039,september,0,1554
8039,august,0,1650
8039,july,0,950
8039,june,0,800
8039,may,0,800
8039,april,0,500
8040,september,1,0
8040,august,-2,0
8040,july,-2,0
8040,june,-2,0
8040,may,-2,0
8040,april,-2,0
8041,september,0,2352
8041,august,0,2030
8041,july,0,1800
8041,june,0,2000
8041,may,0,2000
8041,april,0,2000
8042,september,2,2200
8042,august,2,0
8042,july,2,1500
8042,june,0,3000
8042,may,0,1600
8042,april,2,1500
8043,september,2,0
8043,august,2,4385
8043,july,0,3639
8043,june,0,3762
8043,may,0,3800
8043,april,0,3897
8044,september,-1,5596
8044,august,-1,6953
8044,july,-1,10000
8044,june,0,15000
8044,may,0,4941
8044,april,-1,22114
8045,september,0,15000
8045,august,0,15000
8045,july,0,20019
8045,june,0,20000
8045,may,0,9934
8045,april,0,9330
8046,september,1,0
8046,august,2,3211
8046,july,0,2505
8046,june,0,2612
8046,may,0,3500
8046,april,0,5000
8047,september,2,0
8047,august,3,1000
8047,july,2,1000
8047,june,2,3200
8047,may,2,0
8047,april,3,0
8048,september,-2,785
8048,august,-2,4004
8048,july,-2,946
8048,june,-2,0
8048,may,-2,3757
8048,april,-2,6119
8049,september,2,3500
8049,august,2,3500
8049,july,2,3000
8049,june,3,0
8049,may,3,4000
8049,april,2,2000
8050,september,-1,4437
8050,august,-1,11237
8050,july,-1,4293
8050,june,-1,2229
8050,may,-1,1766
8050,april,-1,591
8051,september,0,11614
8051,august,-1,11487
8051,july,-1,14743
8051,june,-1,8172
8051,may,-1,8244
8051,april,-1,13733
8052,september,1,0
8052,august,4,0
8052,july,3,0
8052,june,2,2038
8052,may,2,1268
8052,april,2,0
8053,september,0,3045
8053,august,0,1497
8053,july,0,265
8053,june,-1,0
8053,may,-1,0
8053,april,-2,31000
8054,september,2,3000
8054,august,0,4000
8054,july,0,4000
8054,june,0,5000
8054,may,0,4000
8054,april,0,2000
8055,september,0,1419
8055,august,0,1423
8055,july,0,910
8055,june,0,942
8055,may,0,951
8055,april,0,1000
8056,september,-2,0
8056,august,-2,4402
8056,july,-2,0
8056,june,-2,0
8056,may,-2,1109
8056,april,-2,4200
8057,september,-1,34
8057,august,2,12085
8057,july,-1,41879
8057,june,-1,10053
8057,may,-1,4016
8057,april,-1,505
8058,september,0,1207
8058,august,0,1107
8058,july,0,507
8058,june,0,1507
8058,may,0,1500
8058,april,0,3615
8059,september,0,2782
8059,august,0,2761
8059,july,0,2770
8059,june,0,2900
8059,may,0,3000
8059,april,0,2568
8060,september,-2,36066
8060,august,-2,156
8060,july,-2,33333
8060,june,-2,0
8060,may,-2,0
8060,april,-2,0
8061,september,-1,5191
8061,august,-1,9003
8061,july,-1,1530
8061,june,-1,0
8061,may,-1,0
8061,april,-2,980
8062,september,0,2600
8062,august,0,2000
8062,july,0,730
8062,june,0,800
8062,may,0,900
8062,april,0,750
8063,september,-1,1000
8063,august,0,0
8063,july,0,0
8063,june,-2,0
8063,may,-2,0
8063,april,-2,0
8064,september,2,7022
8064,august,-1,3001
8064,july,0,80000
8064,june,0,10500
8064,may,0,5000
8064,april,0,10000
8065,september,-1,0
8065,august,-1,0
8065,july,-2,2000
8065,june,-2,0
8065,may,-2,0
8065,april,-2,0
8066,september,0,2163
8066,august,0,2000
8066,july,0,2000
8066,june,0,1000
8066,may,0,5000
8066,april,0,322
8067,september,0,4500
8067,august,0,4300
8067,july,0,4200
8067,june,0,4487
8067,may,0,4087
8067,april,0,3700
8068,september,0,1602
8068,august,0,1320
8068,july,0,1718
8068,june,0,729
8068,may,2,0
8068,april,2,397
8069,september,0,10322
8069,august,-1,5000
8069,july,0,1000
8069,june,0,2000
8069,may,0,4000
8069,april,0,4000
8070,september,-2,8334
8070,august,-2,1497
8070,july,-2,0
8070,june,-2,0
8070,may,-2,7625
8070,april,-2,2226
8071,september,-1,8958
8071,august,-1,780
8071,july,-1,7500
8071,june,-1,0
8071,may,-1,0
8071,april,-2,0
8072,september,0,28000
8072,august,-1,2336
8072,july,0,2000
8072,june,0,2546
8072,may,0,1000
8072,april,0,0
8073,september,0,6600
8073,august,0,3750
8073,july,0,0
8073,june,0,0
8073,may,-2,0
8073,april,-2,0
8074,september,-1,0
8074,august,2,2010
8074,july,-1,6058
8074,june,-1,160
8074,may,-1,1000
8074,april,-1,430
8075,september,0,1946
8075,august,0,4850
8075,july,0,0
8075,june,2,1700
8075,may,0,1800
8075,april,0,1800
8076,september,1,203
8076,august,-1,0
8076,july,2,0
8076,june,2,7856
8076,may,-1,10000
8076,april,0,865
8077,september,1,0
8077,august,-2,0
8077,july,-2,0
8077,june,-2,0
8077,may,-2,0
8077,april,-2,997
8078,september,0,10000
8078,august,0,15000
8078,july,0,6120
8078,june,0,10000
8078,may,0,6000
8078,april,0,4000
8079,september,-1,316
8079,august,-1,632
8079,july,-1,0
8079,june,0,316
8079,may,-1,316
8079,april,-1,316
8080,september,-1,390
8080,august,-1,1168
8080,july,-1,1
8080,june,0,1
8080,may,0,390
8080,april,-1,778
8081,september,0,2068
8081,august,0,1894
8081,july,0,1466
8081,june,0,1018
8081,may,0,1136
8081,april,0,503
8082,september,-1,2000
8082,august,0,0
8082,july,0,0
8082,june,-2,0
8082,may,-2,0
8082,april,-2,0
8083,september,1,0
8083,august,2,2200
8083,july,2,0
8083,june,2,1100
8083,may,2,0
8083,april,2,1200
8084,september,-1,4880
8084,august,-1,2267
8084,july,-1,1350
8084,june,-1,0
8084,may,0,11597
8084,april,-1,178577
8085,september,2,4000
8085,august,2,2090
8085,july,2,0
8085,june,2,2078
8085,may,0,2900
8085,april,0,2000
8086,september,0,20001
8086,august,0,30168
8086,july,0,6022
8086,june,0,6375
8086,may,0,5005
8086,april,0,5000
8087,september,-1,0
8087,august,-1,0
8087,july,-2,0
8087,june,-2,0
8087,may,-2,0
8087,april,-2,0
8088,september,0,2500
8088,august,0,3000
8088,july,0,3000
8088,june,0,2500
8088,may,0,2500
8088,april,0,2000
8089,september,-1,7398
8089,august,-1,1000
8089,july,0,1000
8089,june,0,145
8089,may,0,276
8089,april,0,780
8090,september,2,4000
8090,august,2,0
8090,july,2,1000
8090,june,2,0
8090,may,2,1237
8090,april,2,1000
8091,september,2,7670
8091,august,2,2
8091,july,2,5561
8091,june,0,5432
8091,may,0,4546
8091,april,0,5191
8092,september,1,0
8092,august,-2,0
8092,july,-2,0
8092,june,-2,0
8092,may,-2,0
8092,april,-2,0
8093,september,0,5000
8093,august,0,3200
8093,july,0,3000
8093,june,0,5000
8093,may,0,5234
8093,april,0,3000
8094,september,0,5000
8094,august,0,4000
8094,july,0,2000
8094,june,0,1075
8094,may,0,3500
8094,april,0,3000
8095,september,0,2000
8095,august,0,2500
8095,july,0,1500
8095,june,0,1000
8095,may,0,2000
8095,april,0,3000
8096,september,-1,4045
8096,august,-1,2043
8096,july,-1,265
8096,june,-1,265
8096,may,-1,5862
8096,april,-1,1907
8097,september,0,9000
8097,august,0,8009
8097,july,0,7100
8097,june,0,7324
8097,may,0,7200
8097,april,0,7074
8098,september,0,20000
8098,august,0,20000
8098,july,0,10130
8098,june,0,3000
8098,may,0,4000
8098,april,0,84000
8099,september,-2,0
8099,august,-2,0
8099,july,-2,0
8099,june,-2,0
8099,may,-2,0
8099,april,-2,0
8100,september,0,2200
8100,august,0,5300
8100,july,0,2000
8100,june,0,2000
8100,may,0,2000
8100,april,0,2000
8101,september,0,2900
8101,august,0,2000
8101,july,0,1600
8101,june,0,1600
8101,may,0,2000
8101,april,0,1700
8102,september,0,2105
8102,august,0,1800
8102,july,0,1735
8102,june,0,1938
8102,may,0,1960
8102,april,0,2000
8103,september,0,6206
8103,august,0,10030
8103,july,0,1061
8103,june,0,1011
8103,may,0,3016
8103,april,0,189853
8104,september,-2,6001
8104,august,-2,6016
8104,july,-2,19753
8104,june,-2,464
8104,may,-2,8199
8104,april,-2,0
8105,september,2,5400
8105,august,0,9500
8105,july,0,0
8105,june,2,12766
8105,may,2,0
8105,april,2,0
8106,september,-2,0
8106,august,-2,3500
8106,july,-1,0
8106,june,2,0
8106,may,2,0
8106,april,-2,0
8107,september,-1,0
8107,august,-1,0
8107,july,-2,0
8107,june,-2,0
8107,may,-2,0
8107,april,-2,0
8108,september,0,1514
8108,august,0,1278
8108,july,0,671
8108,june,0,870
8108,may,0,879
8108,april,0,0
8109,september,1,0
8109,august,-2,0
8109,july,-2,0
8109,june,-2,0
8109,may,-2,0
8109,april,-2,0
8110,september,-2,2916
8110,august,-2,7898
8110,july,-2,3401
8110,june,-2,2416
8110,may,-2,4281
8110,april,-1,3785
8111,september,2,3900
8111,august,2,1900
8111,july,2,1900
8111,june,2,1900
8111,may,2,3600
8111,april,2,0
8112,september,1,0
8112,august,2,1433
8112,july,0,951
8112,june,0,983
8112,may,0,1099
8112,april,0,750
8113,september,0,5806
8113,august,0,6
8113,july,2,1000
8113,june,0,1000
8113,may,0,1200
8113,april,0,1100
8114,september,1,781
8114,august,-1,0
8114,july,2,0
8114,june,2,0
8114,may,-2,0
8114,april,-2,0
8115,september,3,1000
8115,august,3,0
8115,july,2,2400
8115,june,2,100
8115,may,3,0
8115,april,2,57258
8116,september,0,1807
8116,august,0,2016
8116,july,0,1796
8116,june,0,1570
8116,may,0,10000
8116,april,0,1778
8117,september,0,6000
8117,august,0,0
8117,july,0,0
8117,june,-2,0
8117,may,-2,0
8117,april,-2,0
8118,september,2,6482
8118,august,0,3440
8118,july,0,2046
8118,june,0,4311
8118,may,0,5056
8118,april,0,1169
8119,september,-1,0
8119,august,2,949
8119,july,-1,575
8119,june,-1,4929
8119,may,-1,0
8119,april,-1,0
8120,september,-1,20995
8120,august,-1,91269
8120,july,-1,56
8120,june,0,0
8120,may,0,0
8120,april,-2,0
8121,september,0,1000
8121,august,0,0
8121,july,0,0
8121,june,-2,0
8121,may,-2,439
8121,april,-1,20959
8122,september,0,4086
8122,august,0,2635
8122,july,0,1700
8122,june,0,0
8122,may,0,0
8122,april,-2,0
8123,september,0,4800
8123,august,0,5250
8123,july,0,5050
8123,june,0,5700
8123,may,0,5100
8123,april,2,5012
8124,september,-2,25146
8124,august,-1,185059
8124,july,0,9137
8124,june,0,6513
8124,may,0,5058
8124,april,0,6000
8125,september,2,0
8125,august,2,0
8125,july,4,0
8125,june,4,0
8125,may,4,0
8125,april,4,0
8126,september,0,1350
8126,august,0,2008
8126,july,0,301
8126,june,0,3000
8126,may,0,5000
8126,april,0,5000
8127,september,0,4344
8127,august,0,4548
8127,july,0,3760
8127,june,0,5854
8127,may,0,3039
8127,april,0,3866
8128,september,-1,2711
8128,august,-1,3514
8128,july,-1,2297
8128,june,-1,928
8128,may,-1,0
8128,april,-1,2308
8129,september,0,1703
8129,august,0,1500
8129,july,0,1000
8129,june,0,1000
8129,may,0,0
8129,april,0,0
8130,september,2,3407
8130,august,2,0
8130,july,2,0
8130,june,0,0
8130,may,0,0
8130,april,-2,0
8131,september,0,7812
8131,august,0,6700
8131,july,0,5000
8131,june,0,5049
8131,may,0,3825
8131,april,0,3570
8132,september,0,28008
8132,august,0,15000
8132,july,0,1552
8132,june,0,1605
8132,may,0,1615
8132,april,0,1698
8133,september,-2,0
8133,august,-2,0
8133,july,-2,235
8133,june,-2,0
8133,may,-2,0
8133,april,-2,584
8134,september,0,0
8134,august,0,11451
8134,july,-2,104
8134,june,-2,600
8134,may,-2,20015
8134,april,-2,0
8135,september,2,2200
8135,august,2,568
8135,july,2,0
8135,june,2,516
8135,may,0,400
8135,april,0,300
8136,september,0,1000
8136,august,0,1155
8136,july,-1,0
8136,june,-1,59000
8136,may,-1,2061
8136,april,0,1390
8137,september,-1,7102
8137,august,-1,7796
8137,july,-1,1653
8137,june,-1,6185
8137,may,-1,415
8137,april,-1,2247
8138,september,-2,141472
8138,august,-1,8000
8138,july,0,5075
8138,june,0,4000
8138,may,0,4000
8138,april,0,5000
8139,september,2,6600
8139,august,0,6000
8139,july,0,6000
8139,june,0,6000
8139,may,0,6000
8139,april,0,6005
8140,september,1,2400
8140,august,2,0
8140,july,2,3000
8140,june,0,6000
8140,may,0,0
8140,april,2,2000
8141,september,0,1200
8141,august,0,1400
8141,july,0,500
8141,june,0,600
8141,may,0,500
8141,april,0,200
8142,september,-1,0
8142,august,-1,0
8142,july,-2,1298
8142,june,-1,5448
8142,may,-1,0
8142,april,-1,10000
8143,september,-2,0
8143,august,-2,0
8143,july,-2,0
8143,june,-2,0
8143,may,-2,0
8143,april,-2,0
8144,september,-1,316
8144,august,-1,316
8144,july,-1,0
8144,june,-1,1098
8144,may,-1,0
8144,april,2,0
8145,september,0,3600
8145,august,0,1400
8145,july,2,0
8145,june,2,1200
8145,may,0,2000
8145,april,0,1000
8146,september,0,1500
8146,august,0,1200
8146,july,0,1000
8146,june,0,1000
8146,may,0,1000
8146,april,0,1000
8147,september,-2,0
8147,august,-2,268
8147,july,-2,0
8147,june,-2,0
8147,may,-2,0
8147,april,-2,0
8148,september,0,1300
8148,august,0,1270
8148,july,0,1000
8148,june,0,1000
8148,may,0,619
8148,april,0,800
8149,september,0,3100
8149,august,0,2000
8149,july,2,0
8149,june,2,679
8149,may,0,837
8149,april,0,721
8150,september,0,30000
8150,august,0,4132
8150,july,0,3410
8150,june,0,2600
8150,may,0,1800
8150,april,0,1200
8151,september,0,3500
8151,august,0,15054
8151,july,0,7885
8151,june,0,4836
8151,may,-1,9655
8151,april,-1,5000
8152,september,-1,3543
8152,august,-1,505
8152,july,-1,3540
8152,june,-1,2957
8152,may,-1,917
8152,april,-1,0
8153,september,0,7000
8153,august,0,6000
8153,july,0,1800
8153,june,0,1600
8153,may,0,2000
8153,april,0,1700
8154,september,-1,0
8154,august,-1,11354
8154,july,-1,2000
8154,june,0,6000
8154,may,0,13000
8154,april,0,11000
8155,september,0,3750
8155,august,0,0
8155,july,0,0
8155,june,-2,0
8155,may,-2,0
8155,april,-2,0
8156,september,1,30199
8156,august,-2,70403
8156,july,-2,30455
8156,june,-2,36
8156,may,-2,45225
8156,april,-2,35217
8157,september,1,1102
8157,august,2,1000
8157,july,2,0
8157,june,2,602
8157,may,2,0
8157,april,2,1000
8158,september,0,5341
8158,august,0,7009
8158,july,0,1777
8158,june,0,2000
8158,may,0,0
8158,april,0,0
8159,september,0,25238
8159,august,0,4385
8159,july,0,11939
8159,june,0,5681
8159,may,0,10447
8159,april,0,8010
8160,september,-2,2500
8160,august,-1,0
8160,july,-1,0
8160,june,-2,0
8160,may,-2,0
8160,april,-2,0
8161,september,0,2000
8161,august,0,3000
8161,july,0,0
8161,june,2,2000
8161,may,0,3000
8161,april,0,4000
8162,september,-1,2314
8162,august,-1,0
8162,july,2,0
8162,june,0,0
8162,may,0,1052
8162,april,-1,652
8163,september,0,6000
8163,august,0,5769
8163,july,0,5411
8163,june,0,5603
8163,may,0,6367
8163,april,0,4500
8164,september,2,2500
8164,august,0,1300
8164,july,0,2000
8164,june,0,700
8164,may,0,1000
8164,april,0,2600
8165,september,0,10013
8165,august,0,8501
8165,july,0,15018
8165,june,0,10001
8165,may,0,7997
8165,april,0,7624
8166,september,0,1400
8166,august,0,1000
8166,july,0,1000
8166,june,0,235
8166,may,0,1366
8166,april,-1,0
8167,september,0,1689
8167,august,0,1693
8167,july,0,1009
8167,june,0,888
8167,may,0,1045
8167,april,0,1077
8168,september,1,2000
8168,august,2,0
8168,july,2,0
8168,june,0,11959
8168,may,-1,1200
8168,april,-1,0
8169,september,0,5000
8169,august,0,13000
8169,july,0,3000
8169,june,0,2700
8169,may,0,6000
8169,april,0,5000
8170,september,-1,2688
8170,august,-1,2688
8170,july,-1,2688
8170,june,-1,2688
8170,may,-1,2688
8170,april,-1,2688
8171,september,0,5000
8171,august,0,5000
8171,july,0,5000
8171,june,0,5000
8171,may,0,5000
8171,april,0,4000
8172,september,1,0
8172,august,-2,0
8172,july,-2,0
8172,june,-2,0
8172,may,-2,150
8172,april,-1,990
8173,september,0,22650
8173,august,0,0
8173,july,0,3887
8173,june,-1,0
8173,may,-1,7413
8173,april,-1,0
8174,september,1,156108
8174,august,-1,741
8174,july,-1,659
8174,june,-2,0
8174,may,-2,0
8174,april,-2,0
8175,september,2,0
8175,august,2,1310
8175,july,0,705
8175,june,0,750
8175,may,0,730
8175,april,0,700
8176,september,-1,25678
8176,august,-1,10623
8176,july,-1,25
8176,june,0,16
8176,may,0,6000
8176,april,-1,19
8177,september,0,10000
8177,august,0,6528
8177,july,0,6000
8177,june,0,6500
8177,may,0,7000
8177,april,0,10000
8178,september,3,3000
8178,august,3,3000
8178,july,4,3000
8178,june,4,3000
8178,may,5,3000
8178,april,6,0
8179,september,2,2000
8179,august,2,1800
8179,july,2,1500
8179,june,2,1600
8179,may,2,2000
8179,april,2,1700
8180,september,-1,6944
8180,august,-1,813
8180,july,-1,17280
8180,june,-2,26162
8180,may,-2,2534
8180,april,-1,2553
8181,september,0,3729
8181,august,0,3539
8181,july,0,3538
8181,june,0,4000
8181,may,0,4097
8181,april,0,3631
8182,september,-1,396
8182,august,-1,21570
8182,july,-1,4500
8182,june,0,1050
8182,may,0,1183
8182,april,0,6000
8183,september,0,4500
8183,august,0,11350
8183,july,0,0
8183,june,2,3500
8183,may,0,4200
8183,april,0,3000
8184,september,0,15102
8184,august,0,0
8184,july,2,6000
8184,june,0,5300
8184,may,0,4784
8184,april,0,4500
8185,september,1,10587
8185,august,-1,331
8185,july,2,317
8185,june,0,350
8185,may,0,331
8185,april,0,500
8186,september,0,1700
8186,august,0,2100
8186,july,0,0
8186,june,2,458
8186,may,0,1000
8186,april,0,1000
8187,september,0,10000
8187,august,0,10000
8187,july,0,10000
8187,june,0,5500
8187,may,0,8000
8187,april,0,6000
8188,september,0,4000
8188,august,0,10000
8188,july,0,0
8188,june,2,5000
8188,may,0,3000
8188,april,0,3000
8189,september,-2,2886
8189,august,-1,202
8189,july,2,0
8189,june,2,8068
8189,may,-1,620
8189,april,0,0
8190,september,-2,1200
8190,august,-2,1300
8190,july,-2,964
8190,june,-2,1698
8190,may,-2,60549
8190,april,-1,5000
8191,september,1,0
8191,august,2,13000
8191,july,2,0
8191,june,2,13000
8191,may,2,6100
8191,april,2,0
8192,september,-1,154
8192,august,-1,2115
8192,july,-1,1027
8192,june,-1,596
8192,may,-1,589
8192,april,-1,1115
8193,september,0,3318
8193,august,0,3463
8193,july,0,1600
8193,june,0,1770
8193,may,0,50000
8193,april,0,1753
8194,september,-1,8000
8194,august,-1,5000
8194,july,-1,5000
8194,june,-1,0
8194,may,-1,40000
8194,april,-1,22669
8195,september,0,2500
8195,august,0,2000
8195,july,0,1000
8195,june,0,1000
8195,may,0,1000
8195,april,0,1000
8196,september,-1,0
8196,august,2,1863
8196,july,-1,0
8196,june,0,930
8196,may,-1,0
8196,april,2,0
8197,september,-2,0
8197,august,-2,528
8197,july,-2,0
8197,june,-2,528
8197,may,-2,264
8197,april,-2,0
8198,september,-2,716
8198,august,-2,6000
8198,july,-2,159028
8198,june,-1,5899
8198,may,0,5921
8198,april,0,6130
8199,september,0,1970
8199,august,0,2000
8199,july,0,3500
8199,june,0,1700
8199,may,2,1800
8199,april,2,0
8200,september,0,5022
8200,august,0,4014
8200,july,0,113
8200,june,0,6423
8200,may,0,120000
8200,april,-1,15000
8201,september,0,4700
8201,august,0,2000
8201,july,2,0
8201,june,2,2200
8201,may,0,2000
8201,april,0,2000
8202,september,-1,61168
8202,august,-1,19796
8202,july,-1,1725
8202,june,-1,1150
8202,may,-1,0
8202,april,-1,0
8203,september,2,5100
8203,august,2,4000
8203,july,2,3500
8203,june,2,4200
8203,may,2,4500
8203,april,2,3500
8204,september,0,4211
8204,august,0,0
8204,july,2,237
8204,june,0,242
8204,may,0,163
8204,april,0,22
8205,september,0,4221
8205,august,0,3094
8205,july,0,30454
8205,june,0,100049
8205,may,-1,5098
8205,april,0,30242
8206,september,0,20000
8206,august,0,2213
8206,july,0,1030
8206,june,0,1023
8206,may,0,6790
8206,april,0,10893
8207,september,0,1700
8207,august,0,1250
8207,july,0,1000
8207,june,0,1000
8207,may,0,1000
8207,april,0,1000
8208,september,0,1738
8208,august,0,1653
8208,july,0,1516
8208,june,0,1530
8208,may,0,2139
8208,april,0,1572
8209,september,-1,2099
8209,august,-1,13056
8209,july,-1,0
8209,june,-1,0
8209,may,-2,0
8209,april,-2,0
8210,september,0,1300
8210,august,0,1217
8210,july,0,600
8210,june,0,500
8210,may,0,1230
8210,april,0,0
8211,september,-2,1513
8211,august,-2,1000
8211,july,-2,1059
8211,june,-2,0
8211,may,-2,0
8211,april,-2,51167
8212,september,0,60081
8212,august,0,84908
8212,july,0,121081
8212,june,-1,80000
8212,may,0,85000
8212,april,0,8000
8213,september,0,3536
8213,august,0,3
8213,july,2,521
8213,june,0,1000
8213,may,0,520
8213,april,0,325
8214,september,0,5100
8214,august,0,2200
8214,july,0,2200
8214,june,0,1944
8214,may,0,2200
8214,april,0,2000
8215,september,-2,0
8215,august,-2,0
8215,july,-2,0
8215,june,-2,0
8215,may,-2,0
8215,april,-2,0
8216,september,2,7032
8216,august,0,3003
8216,july,0,10000
8216,june,0,11000
8216,may,0,3000
8216,april,0,58000
8217,september,0,1307
8217,august,0,2300
8217,july,0,0
8217,june,2,1525
8217,may,2,0
8217,april,2,1000
8218,september,1,212
8218,august,-1,298
8218,july,-1,306
8218,june,-1,150
8218,may,-1,316
8218,april,-1,0
8219,september,0,1755
8219,august,0,1500
8219,july,0,1135
8219,june,0,1100
8219,may,0,1455
8219,april,0,775
8220,september,0,2000
8220,august,0,2400
8220,july,0,420
8220,june,2,600
8220,may,2,600
8220,april,0,500
8221,september,-1,70000
8221,august,0,3100
8221,july,0,40000
8221,june,0,4600
8221,may,0,4500
8221,april,0,4800
8222,september,3,1500
8222,august,2,2000
8222,july,2,0
8222,june,4,0
8222,may,3,0
8222,april,2,350
8223,september,-2,0
8223,august,-2,0
8223,july,-2,0
